fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Jan,16,KERALA,1604,KOZHIKODE,6330700,342.953255238292,59,195,5629.69436033601,14187,0,21388,7821538,936155,38869,131573,4119,1008.35456,33462.268101036,131487,143998,200326,316925,8152,357559,529929,35575,26824.2191807,7158716,37,73.77,14.88,100.02,NA
2024-2025,Jan,16,KERALA,1607,THRISSUR,3042236,340.932684635918,45,215,3181.365182303,16105,0,15382,3617105,1148410,51059,66432,2509,941.85884,16455.117204903,79045,84312,158664,207590,7132,351387,429472,31487,12331.8931826,3265544,50,66.42,9.18,100.03,NA
2024-2025,Jan,16,KERALA,1610,KOTTAYAM,2449703,337.870332328401,52,30,2509.510535019,10708,0,11124,2640310,379053,20355,92185,4631,628.23086,12058.565566519,50493,54484,89777,135960,5062,209276,292616,21832,8920.8241715,2456311,53,46.86,35.25,100.01,NA
2024-2025,Jan,16,KERALA,1611,ALAPPUZHA,6315888,343.605406651342,53,361,4003.109408042,18365,0,20799,7244523,1100793,45140,44302,1159,856.29448,29751.976602142,134866,146900,180332,284722,3928,265070,395627,39164,24892.5727141,6705526,34,76.96,7.91,100.02,NA
2024-2025,Jan,16,KERALA,1601,KASARGOD,2785096,343.7854896506,50,96,2918.669331162,12887,0,12366,3396912,207159,10016,654421,24826,550.91336,15147.673243362,67028,75424,108217,166314,5331,171337,246702,25253,11678.0905522,3065150,50,52.13,34.14,100.02,NA
2024-2025,Jan,16,KERALA,1603,WAYANAD,2556007,340.057817064077,65,81,2707.69921602901,6697,0,8846,3741310,157793,7026,1749379,48784,585.91176,16016.228091629,57513,66800,87131,150022,13251,157436,259333,15543,12722.6171156,3233326,41,56.32,14.89,100.39,NA
2024-2025,Jan,16,KERALA,1609,IDUKKI,3490537,340.401180519259,46,91,2438.044179841,17323,0,12427,3975393,435930,29046,669642,24950,936.36292,16906.691802121,86091,110723,135151,244741,4772,213287,365656,29750,13532.28470228,2950560,29,61.77,18.55,100.37,NA
2024-2025,Jan,16,KERALA,1610,KOTTAYAM,2449703,337.366613203814,50,30,2130.22558997,10229,0,11321,2545007,364404,20342,88496,4629,628.23086,11344.46037167,50168,54065,89702,135802,4377,209156,292419,21550,8586.0039217,2367599,53,46,36.02,100.01,NA
2024-2025,Jan,16,KERALA,1614,THIRUVANANTHAPURAM,7659903,342.451551143199,61,178,5053.346988086,21786,0,23815,9809623,1686458,59615,326191,8080,1041.0929,39687.646012886,160295,174226,232622,351564,12277,395810,563887,45601,33593.2061248,8751503,51,68.96,20.77,100.01,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,348.197252838785,44,94,2897.746845262,11966,0,12150,2826121,169872,9974,548892,24703,534.61103,13272.833559162,63988,71627,107511,165185,2012,170911,245954,24116,9840.4756839,2542805,50,50.36,36.49,99.98,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,353.088489732594,32,187,3439.064117492,16337,0,33438,4432619,1346408,84968,600411,21144,979.14631,20069.277910192,135313,148856,211830,302848,1932,409174,553040,49775,15651.0674827,3921057,63,37.13,35.62,99.97,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,347.610095173209,45,95,2899.490845262,12362,0,11900,2919414,175276,9977,565242,24727,538.63293,13586.301559162,64497,72249,107625,165380,2337,170972,246095,24262,10148.1777839,2628585,50,50.47,35.93,99.99,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,344.888811479798,45,126,3668.664582721,10075,0,15704,3614175,150397,8776,319512,13755,797.35927,16930.909055021,79023,84903,131055,193034,1948,264616,365125,25779,12464.8852023,3380635,47,58.76,26.2,100.2,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,353.920845942521,33,187,3439.064117492,16430,0,33703,4552236,1379476,85018,620251,21157,981.74371,20532.119987992,135998,149673,212067,303186,2193,409211,553093,50133,16111.3121605,4026175,63,37.16,35.67,99.99,NA
2024-2025,Dec,16,KERALA,1610,KOTTAYAM,2398131,337.796014917953,43,29,2068.04328878,9288,0,11087,2146139,307222,20256,73860,4620,592.7367,9910.35200538,48914,52500,89384,135247,2332,208763,291837,20375,7249.5720166,1995278,54,41.66,39.46,100,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,342.109704035122,52,173,5013.794650523,20734,0,22186,8216279,1423200,59471,275379,8063,1026.43492,34148.9173401229,157195,170430,231815,350240,4460,395020,562584,42920,28108.6877695999,7310678,52,66.76,22.71,99.99,NA
2024-2025,Sep,16,KERALA,1602,KANNUR,2485554,342.502468474046,28,112,1646.203131943,5136,0,17422,1993199,85070,8692,181745,13610,777.88511,9250.844018543,69517,74148,127858,188399,61,263069,362964,22558,6826.7557766,1858224,50,48.09,31.17,99.98,NA
2024-2025,Sep,16,KERALA,1604,KOZHIKODE,4398172,336.242841423571,22,170,2158.250687226,6860,0,20117,2520198,303350,38374,43539,4049,938.89432,11571.130371926,109710,117790,196716,310968,30,355066,526012,26977,8473.9853647,2299195,39,53.87,27.66,99.96,NA
2024-2025,Sep,16,KERALA,1613,KOLLAM,3965697,339.085208970222,29,258,864.350089974,6615,0,23897,3394431,694160,61365,62633,2406,902.42074,13276.784279674,115153,124552,205703,323518,204,400574,583260,30512,11510.0134497,2927734,43,52.28,33.77,99.98,NA
2024-2025,Sep,16,KERALA,1604,KOZHIKODE,4398172,341.136097970994,21,169,2158.250687226,6415,0,20227,2356228,282583,38352,41633,4049,937.34772,11133.542665726,108105,115940,196633,310837,27,355004,525920,26642,8037.9442585,2150082,40,52.3,28.53,99.95,NA
2024-2025,Sep,16,KERALA,1608,ERNAKULAM,2023925,339.596102627893,24,93,982.705759106999,9291,0,15045,1268583,251052,32624,27348,2858,713.67632,6004.440505707,50995,54209,108606,165935,19,271256,382411,24336,4308.0584266,1127584,54,31.91,39.24,99.97,NA
2024-2025,Sep,16,KERALA,1613,KOLLAM,3965697,342.087119643175,28,257,864.350089974,6584,0,23571,3247306,664236,61336,61043,2404,899.82282,12872.788471374,114394,123688,205615,323378,176,400522,583180,30155,11108.6155614,2799844,43,51.64,33.98,99.98,NA
2024-2025,Sep,16,KERALA,1601,KASARGOD,1934909,357.695540445954,30,81,1122.956466332,8256,0,13449,1694434,100239,9859,326787,24329,512.3158,7696.187120132,55307,61313,105785,162408,55,169832,244086,21705,6060.9148538,1516943,52,43.39,39.75,99.98,NA
2024-2025,Sep,16,KERALA,1605,MALAPPURAM,2363455,350.739582616696,35,197,853.59914942,9077,0,20989,2330328,811122,60552,99742,5532,839.76456,9866.74641022,65793,72857,144020,230475,202,416059,600276,30066,8173.3827008,1993337,67,42.8,26.05,99.99,NA
2024-2025,Sep,16,KERALA,1606,PALAKKAD,3295419,368.807904517683,21,163,1383.831796371,7941,0,36163,2592878,811513,84128,328871,20880,960.93663,11907.507444871,119943,131017,207609,296636,61,407452,550034,44104,9562.7390185,2297180,64,33.03,35.76,99.99,NA
2024-2025,Sep,16,KERALA,1609,IDUKKI,2425005,346.876646046001,28,74,630.030314813,4722,0,12925,2095309,195956,28554,343798,24659,670.30373,8568.471628313,73796,92948,133103,241219,208,212722,364736,17647,7268.1375835,1569768,30,53.2,21.3,100,NA
2024-2025,Sep,16,KERALA,1601,KASARGOD,1934909,353.141642307139,31,82,1122.956466332,8597,0,13354,1779728,106506,9873,351153,24390,516.49209,7924.409244132,56069,62273,105930,162689,111,169964,244323,21951,6284.9606878,1591572,51,44.06,39.3,99.95,NA
2024-2025,Sep,16,KERALA,1602,KANNUR,2485554,346.652988766323,30,116,1646.203131943,5438,0,17502,2179963,92659,8693,199157,13638,778.25471,9981.364735443,70858,75686,128205,188932,97,263158,363143,22940,7556.9068935,2032026,50,49.33,30.74,99.98,NA
2024-2025,Sep,16,KERALA,1614,THIRUVANANTHAPURAM,5321616,345.498498130594,32,161,2521.888020278,11706,0,25314,4794032,830605,59061,169892,7994,983.61913,20068.8157101781,148442,159811,230012,346988,207,392663,558436,37020,16563.3085599001,4246000,53,57.51,30.42,99.97,NA
2024-2025,Sep,16,KERALA,1606,PALAKKAD,3295419,368.40839455672,22,163,1383.831796371,8303,0,36035,2664423,826443,84150,350868,20889,960.93663,12160.726424871,120919,132172,207736,296770,76,407307,549811,44338,9815.9579985,2357747,64,32.73,36.13,99.94,NA
2024-2025,Sep,16,KERALA,1607,THRISSUR,2113553,347.143973026748,26,190,1277.552053777,8755,0,16133,1706802,542983,50367,36871,2477,872.74874,8075.361068277,63918,67515,153149,200118,134,350230,426821,24888,5925.0602745,1535194,50,51.66,15.2,99.95,NA
2024-2025,Sep,16,KERALA,1612,PATHANAMTHITTA,1407168,345.015230444948,25,88,605.701353932,2936,0,8783,955955,266632,34975,20497,2148,467.02986,4370.921560132,38031,41572,66943,116057,21,162402,252957,11719,3298.1903462,849677,45,54.07,26.71,99.94,NA
2024-2025,Sep,16,KERALA,1613,KOLLAM,3965697,345.43675984973,30,258,864.350089974,7296,0,23400,3528574,720930,61411,64387,2406,902.71994,13956.061724474,115860,125383,205871,323802,253,400749,583549,30696,12188.9916945,3043563,43,52.95,33.3,99.96,NA
2024-2025,Sep,16,KERALA,1609,IDUKKI,2425005,348.700858599368,29,75,630.030314813,5084,0,12886,2213116,210577,28600,366315,24696,672.62753,9019.812338613,74963,94600,133271,241533,263,212798,364860,17970,7717.1544938,1654234,30,53.94,21.1,99.98,NA
2024-2025,Sep,16,KERALA,1611,ALAPPUZHA,4387881,351.370257292679,24,333,1693.071173524,10293,0,21005,3002806,480070,44675,19872,1133,636.09323,12880.131571724,120339,129123,178330,281386,76,263872,393378,31298,10550.9671682,2765570,35,68.55,9.51,99.97,NA
2024-2025,Oct,16,KERALA,1605,MALAPPURAM,2793176,346.131120349159,38,197,854.36024942,10197,0,20624,2579910,894041,60603,109736,5551,845.19616,10629.42779642,67567,75042,144602,231229,336,415499,598953,30821,8929.871387,2206335,67,45.05,24.79,100,NA
2024-2025,Oct,16,KERALA,1613,KOLLAM,4686732,341.675105202011,32,259,864.350089974,7597,0,23669,3792418,772750,61485,67627,2403,905.58439,14727.682671174,117254,127005,206157,324285,386,401102,584100,31266,12957.7481912,3273242,43,54.15,32.69,100,NA
2024-2025,Aug,16,KERALA,1603,WAYANAD,1479793,359.022445601644,35,72,568.350957913999,2982,0,8887,1705842,74534,6884,773381,47725,435.72102,7128.427644414,47835,54343,85068,146320,202,156473,257456,11869,6124.3556665,1478232,42,32.21,18.06,100.01,NA
2024-2025,Aug,16,KERALA,1608,ERNAKULAM,1686605,341.741340382834,22,91,922.173991133999,8675,0,15085,1097761,217077,32587,23686,2875,711.38992,5385.067066734,49325,52375,108386,165710,10,271408,382766,23760,3751.5031556,974481,54,30.07,39.02,100,NA
2024-2025,Aug,16,KERALA,1611,ALAPPUZHA,3656562,353.063993631925,20,310,1660.791291139,9296,0,20656,2271644,368606,44572,16311,1129,269.21526,9950.363578639,111529,119317,177911,280711,26,263650,392997,29952,8020.3570275,2091061,36,66.1,8.9,100,NA
2024-2025,Sep,16,KERALA,1602,KANNUR,2485554,348.689738366288,30,115,1646.203131943,5419,0,17422,2148347,91011,8697,196680,13635,778.25471,9915.523375443,70600,75383,128134,188827,75,263210,363179,22841,7491.0655335,2002541,50,49.21,30.84,99.97,NA
2024-2025,Oct,16,KERALA,1605,MALAPPURAM,2793176,348.992436910519,36,197,853.59914942,10015,0,20490,2465942,854723,60555,104354,5542,839.76456,10299.31478802,66687,73982,144346,230813,267,415580,599049,30505,8605.9510786,2107727,67,43.83,25.27,99.99,NA
2024-2025,Oct,16,KERALA,1611,ALAPPUZHA,5185678,349.145145558145,25,333,1693.071173524,10407,0,21107,3068808,489505,44682,20031,1133,639.76845,13047.433782024,120782,129632,178371,281460,93,263919,393462,31514,10714.5941585,2826809,35,68.64,9.5,99.99,NA
2024-2025,Sep,16,KERALA,1604,KOZHIKODE,4398172,342.349310409398,25,172,2160.103391626,7474,0,20092,2809029,335166,38406,48725,4050,940.77829,12717.573092326,112267,120749,196940,311369,57,355258,526353,27566,9616.6914107,2562956,39,55.9,26.1,99.97,NA
2024-2025,Sep,16,KERALA,1606,PALAKKAD,3295419,366.666802473704,22,163,1384.615796371,8570,0,35861,2697332,837904,84108,355532,20905,960.93663,12235.773422871,121301,132596,207777,296758,81,407348,549700,44431,9890.2209965,2386791,64,32.84,35.97,99.97,NA
2024-2025,Sep,16,KERALA,1612,PATHANAMTHITTA,1407168,344.454161031309,25,88,605.701353932,3102,0,8634,961341,267729,34979,20524,2148,467.02986,4384.110290132,38103,41654,66960,116094,22,162433,253016,11736,3311.3790762,854527,45,54.05,26.64,99.95,NA
2024-2025,Dec,16,KERALA,1605,MALAPPURAM,3330324,344.364004168576,55,215,3061.147894621,18066,0,19100,4294512,1473011,61168,200066,5646,915.63724,18765.538617321,76876,86375,148272,237016,7535,416045,599298,37166,14788.7534827,3687197,66,56.72,17.56,100.06,NA
2024-2025,Dec,16,KERALA,1604,KOZHIKODE,6197422,340.582690144009,50,190,5627.33079447201,13555,0,19729,6397033,765730,38737,106147,4087,975.21588,28389.733755272,127120,138691,199217,315146,2411,356887,528908,33284,21787.1870808,5844683,37,70.6,16.98,100.02,NA
2024-2025,Dec,16,KERALA,1605,MALAPPURAM,3330324,345.410040862724,54,213,3061.147894621,17780,0,18806,4122339,1415031,61104,188672,5630,906.00858,18206.129299021,75982,85248,147834,236297,5885,415783,598860,36586,14238.9728244,3537911,66,55.87,18.14,100.07,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,352.472511062534,34,189,3439.06411749199,16695,0,34180,4804731,1455004,85148,651518,21184,982.43221,21356.852332992,137513,151437,212599,304008,2762,409397,553438,50875,16935.3560055,4250387,63,37.63,35.64,100.05,NA
2024-2025,Dec,16,KERALA,1607,THRISSUR,2978188,339.008973386916,40,209,3156.150207427,15737,0,14243,3083859,972518,50909,57821,2498,921.27307,14531.982014027,75877,80737,157238,205693,3001,350867,428539,29980,10454.5587366,2780045,50,63.99,10.33,99.99,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,346.448164236002,45,95,2900.851845262,12566,0,11765,2961056,178037,9979,573063,24734,538.63293,13698.008929262,64755,72558,107688,165462,2476,170998,246133,24331,10258.524154,2666842,50,50.46,35.78,99.99,NA
2024-2025,Dec,16,KERALA,1607,THRISSUR,2978188,340.102437529267,39,208,3155.570207427,15595,0,14153,3006848,947107,50890,57187,2497,919.15647,14301.090018227,75319,80122,157063,205454,2635,350800,428415,29748,10226.3633408,2710053,50,63.64,10.45,99.99,NA
2024-2025,Dec,16,KERALA,1611,ALAPPUZHA,6182922,345.225811512734,43,356,3971.235584548,17298,0,19071,5721925,888169,45008,36397,1148,656.88601,24381.683609948,131970,143108,179686,283697,1074,264649,394900,36369,19753.5620154,5285619,34,74.85,8.14,100,NA
2024-2025,Dec,16,KERALA,1612,PATHANAMTHITTA,1982827,340.528515465945,42,99,1289.892045629,5484,0,8166,1780040,498099,35179,37916,2181,486.46857,7837.904402329,42156,46561,67595,117186,524,163083,254046,13650,6061.5437867,1585304,43,62.94,20.82,99.99,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,346.659780736778,45,95,2900.851845262,12561,0,11768,2957906,177944,9978,572990,24734,538.63293,13693.355229262,64748,72551,107658,165430,2475,170998,246133,24329,10253.870454,2663848,50,50.48,35.75,99.99,NA
2024-2025,Dec,16,KERALA,1603,WAYANAD,2502196,345.691447003742,60,80,2703.63321602901,6525,0,8195,3384739,143204,6979,1564789,48584,569.72487,14974.111312429,55736,64555,86620,149117,8236,157200,258887,14720,11700.7532264,2927956,40,53.39,16.08,100.09,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,351.694029357379,34,188,3439.064117492,16648,0,34025,4738979,1432877,85118,646002,21182,982.43221,21088.202522992,137148,151009,212480,303810,2591,409349,553368,50673,16666.7061955,4191363,63,37.44,35.75,100,NA
2024-2025,Dec,16,KERALA,1608,ERNAKULAM,2851894,338.609374645451,47,118,2830.255900699,16621,0,13770,2788754,560503,32913,57857,2867,754.56285,13027.801230499,58935,63382,110400,168241,2061,271721,382117,30391,9442.9824798,2494681,52,48.66,31.72,100,NA
2024-2025,Dec,16,KERALA,1611,ALAPPUZHA,6182922,344.146968502713,43,357,3971.235584548,17399,0,19126,5790848,899203,45018,36694,1149,656.88601,24557.149437148,132109,143284,179714,283743,1161,264660,394916,36525,19929.0278426,5349519,34,74.98,8.14,100,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,343.324095750707,48,126,3672.917109321,10300,0,15891,3848264,159998,8795,339519,13787,797.97597,17682.910659421,80144,86163,131537,193759,2786,264890,365521,26191,13212.0175801,3601898,47,60.13,25.35,100.2,NA
2024-2025,Dec,16,KERALA,1610,KOTTAYAM,2398131,336.4946715246,46,29,2130.22558997,9690,0,11072,2283550,326154,20303,79011,4626,592.7367,10406.98636157,49426,53130,89507,135457,2912,208873,291998,20762,7684.0240716,2123572,54,43.13,38.41,100.01,NA
2024-2025,Dec,16,KERALA,1611,ALAPPUZHA,6182922,344.054762126959,44,358,3971.235584548,17514,0,19216,5957800,922590,45035,37928,1149,656.88601,25126.216212548,132473,143758,179796,283880,1303,264712,395003,36730,20498.094618,5504730,34,75.34,8.08,100.01,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,341.450268015982,55,175,5042.515539024,21166,0,22593,8752090,1511803,59518,293396,8071,1026.43492,35952.9852210239,158177,171640,232055,350639,6527,395285,562982,43759,29884.0347619999,7793684,52,67.72,21.99,100.01,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,348.535827170122,43,94,2897.746845262,11491,0,12513,2761953,166423,9971,537438,24696,532.05932,13056.201899862,63693,71250,107436,165069,1732,170838,245854,24004,9626.3957346,2484173,50,49.9,36.7,99.97,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,344.382660814057,44,125,3643.156848051,9789,0,15564,3447009,142406,8765,307583,13737,792.56162,16306.619780751,78112,83883,130682,192510,1489,264422,364864,25353,11870.9013127,3222100,48,57.79,26.72,100.2,NA
2024-2025,Dec,16,KERALA,1609,IDUKKI,3417051,342.764009039166,39,86,2292.671788781,10315,0,11068,3257159,344066,28829,525081,24856,700.30316,14157.343717961,82478,105449,134300,243279,1652,213230,365513,21383,11164.36876918,2417602,29,58.89,20.15,100.04,NA
2024-2025,Dec,16,KERALA,1612,PATHANAMTHITTA,1982827,341.717058354723,39,98,1281.244357529,5244,0,8036,1637451,458198,35135,35836,2170,482.30362,7358.997366729,41608,45878,67495,116998,321,162990,253886,13280,5595.4493892,1458099,43,61.6,21.73,99.97,NA
2024-2025,Dec,16,KERALA,1613,KOLLAM,5588027,342.43567304473,44,268,2691.057339494,15080,0,19524,5644974,1149167,61950,93660,2437,915.07772,22936.539769594,125478,136587,208067,327504,2559,402635,586641,34604,19330.4047101,4889506,41,61.49,27.75,99.98,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,342.416028732426,49,173,5013.794650523,19599,0,22348,7785907,1347233,59422,261549,8057,1010.26757,32684.255770723,156227,169272,231594,349863,3365,394755,562150,41947,26660.1935502,6923026,52,65.97,23.36,99.99,NA
2024-2025,Jan,16,KERALA,1601,KASARGOD,2785096,344.359063487593,52,96,3581.112455588,13666,0,12058,3596813,220345,10034,689349,24863,556.00955,16523.073567788,67969,76609,108482,166755,7373,171520,247040,25724,12385.9515622,3248507,49,52.67,33.38,100.02,NA
2024-2025,Jan,16,KERALA,1605,MALAPPURAM,3401942,344.469540296868,59,218,4049.903536616,19991,0,19160,4751610,1622311,61358,224815,5662,950.31274,21368.065400316,79350,89623,149658,239382,14158,416932,600820,39151,16367.8491237,4078843,66,58.21,16.14,100.06,NA
2024-2025,Jan,16,KERALA,1611,ALAPPUZHA,6315888,343.991648012688,55,363,4707.128674984,18479,0,21029,7451672,1129545,45168,45438,1159,856.84056,31197.098552284,135299,147453,180425,284884,4787,265271,395877,39508,25633.1293173,6898957,34,77.2,7.83,100.02,NA
2024-2025,Jan,16,KERALA,1605,MALAPPURAM,3401942,344.388306981852,58,217,3836.590531515,18641,0,19901,4616755,1579951,61306,217209,5653,950.31274,20686.467653515,78597,88608,149229,238639,11795,416508,600145,38542,15899.564382,3963900,66,57.99,16.55,100.06,NA
2024-2025,Jan,16,KERALA,1607,THRISSUR,3042236,339.794223155459,44,214,3170.335542703,16074,0,15176,3536557,1120867,51024,65723,2509,941.85884,16129.210767303,78605,83809,158467,207314,6308,351288,429293,31250,12017.0163846,3191972,50,66.1,9.33,100.03,NA
2024-2025,Jan,16,KERALA,1611,ALAPPUZHA,6315888,343.951779261709,52,359,4003.109408042,18228,0,20497,7048845,1073139,45129,43638,1158,675.30421,28923.041412942,134499,146408,180252,284586,3410,265028,395538,38725,24244.6277949,6522729,34,76.76,7.91,100.02,NA
2024-2025,Jan,16,KERALA,1614,THIRUVANANTHAPURAM,7659903,341.981218612485,62,178,5053.346988086,21957,0,23998,9970963,1713888,59643,329758,8079,1041.0929,40193.260662886,160576,174591,232712,351716,13848,395866,563989,45955,34098.8207748,8897281,51,69.14,20.62,100.01,NA
2024-2025,Jan,16,KERALA,1609,IDUKKI,3490537,342.40955817413,45,91,2438.044179841,17179,0,12394,3937257,430852,29040,661404,24944,936.36292,16855.951397721,85960,110514,135126,244693,4692,213292,365659,29573,13481.54429788,2920548,29,61.57,18.66,100.37,NA
2024-2025,Jan,16,KERALA,1613,KOLLAM,5708199,343.097406316687,55,273,2695.322833094,17324,0,21375,7176705,1454950,62294,113095,2446,925.60907,28244.020617094,130471,142681,209583,329936,10048,403683,588272,38699,24623.088714,6243609,40,65.79,24.44,100.01,NA
2024-2025,Jan,16,KERALA,1614,THIRUVANANTHAPURAM,7659903,342.142516187173,60,178,5053.346988086,21744,0,23781,9735023,1672854,59614,322544,8079,1041.0929,39402.092531686,160179,174092,232594,351523,11713,395794,563859,45525,33307.6526436,8683011,51,68.87,20.84,100.01,NA
2024-2025,Jan,16,KERALA,1602,KANNUR,3577690,343.729646036368,52,126,3685.800135064,10661,0,16585,4318325,181561,8821,377558,13829,826.07252,19355.235892264,82308,88589,132481,195162,5560,265356,366203,27246,14843.3632372,4048028,46,62.72,23.69,100.23,NA
2024-2025,Jan,16,KERALA,1603,WAYANAD,2556007,340.095087384421,65,81,2707.69921602901,6698,0,8889,3742658,157804,7026,1750234,48784,585.91176,16022.206971629,57532,66824,87134,150025,13264,157439,259336,15587,12728.5959956,3234529,41,56.33,14.89,100.39,NA
2024-2025,Jan,16,KERALA,1604,KOZHIKODE,6330700,341.054776758886,57,195,5629.69436033601,14023,0,20996,7546213,904363,38848,126234,4116,1008.35456,32374.768821236,130654,142923,200071,316518,6487,357424,529721,35019,25736.7199009,6904886,37,73.22,15.22,100.02,NA
2024-2025,Aug,16,KERALA,1604,KOZHIKODE,3665143,340.285151222775,19,163,1549.031379001,5363,0,20761,2000327,238438,38314,36088,4045,896.33729,9252.184425901,104469,111818,196370,310426,24,354808,525651,26124,6806.8157569,1825302,40,48.43,30.62,99.98,NA
2024-2025,Aug,16,KERALA,1610,KOTTAYAM,1418250,337.340234310754,24,24,693.903206191,4779,0,12129,1028762,145485,20010,38155,4571,463.34725,4627.678597491,42065,44620,88237,133337,40,207503,290101,16908,3470.4281413,951985,56,28.01,48.11,99.99,NA
2024-2025,Aug,16,KERALA,1612,PATHANAMTHITTA,1172639,339.606132733621,21,83,491.656674025,2326,0,9013,762143,212637,34906,17150,2139,433.87943,3513.820472225,36154,39418,66796,115778,10,162310,252759,11339,2588.2843682,677617,46,49.88,29.45,99.99,NA
2024-2025,Sep,16,KERALA,1607,THRISSUR,2113553,339.502796582585,24,186,1258.625645902,7639,0,16511,1502305,479567,50262,32986,2474,780.07342,7139.066554102,61995,65356,152492,199228,71,350241,426645,24150,5100.3674882,1351636,50,48.49,16.32,100.01,NA
2024-2025,Sep,16,KERALA,1612,PATHANAMTHITTA,1407168,339.025991912528,22,85,600.480493965,2635,0,8797,818550,228343,34933,18014,2139,448.57653,3824.154280765,36988,40366,66852,115877,11,162262,252713,11432,2775.0972568,727842,46,51.27,28.49,100,NA
2024-2025,Aug,16,KERALA,1601,KASARGOD,1612426,343.949488794245,26,78,1118.868809732,7366,0,13812,1375454,82214,9816,273265,24213,503.91465,6353.650461332,52264,57733,105332,161710,23,169637,243780,21178,4730.8670016,1229085,52,41.73,39.2,99.99,NA
2022-2023,June,16,KERALA,1602,KANNUR,1053709,250.299477871025,16,98,0,455,0,24114,1053709,58368,8644,83568,13257,31.47356,2668.90168528,65733,70113,132606,195768,11,268937,413271,24569,2637.42812528,988361,47,70.04,61.82,100.57,NA
2022-2023,June,16,KERALA,1607,THRISSUR,1316277,262.641275354656,18,168,2.124,1772,0,29830,1316277,430833,53193,25187,2504,5.66468,3464.87538,70052,73986,155518,204631,18,337617,416696,31602,3457.0867,1205001,58,84.29,78.18,101.57,NA
2022-2023,June,16,KERALA,1612,PATHANAMTHITTA,672995,269.572028232008,16,83,0,283,0,14468,672995,204292,36337,8907,2119,7.2884,1821.4946714,41014,45049,72840,125452,9,158146,284243,14751,1814.2062714,603977,39,84.6,79.74,100,NA
2019-2020,Nov,16,KERALA,1603,WAYANAD,2791526,262.492708870617,48,61,1795.415146503,4870,0,5732,2681313,127179,6706,1021612,47157,284.60327,9118.269543503,55464,65040,85954,156678,1871,159117,277031,10602,7038.251127,2333853,61,71.85,77.66,100.21,NA
2019-2020,Nov,16,KERALA,1606,PALAKKAD,4100684,263.662634471116,32,166,999.837380803,14096,0,17884,4681972,1386481,87235,536872,20967,600.3208175,13944.768918703,145561,163366,214770,315966,1810,363686,506085,31980,12344.6107204,4187993,63,86.06,80.7,100.03,NA
2023-2024,Aug,16,KERALA,1603,WAYANAD,1864282,338.891035422752,36,79,357.53047289,3919,0,15071,1864282,87337,7139,811599,48215,27.27828,6702.69332589,50558,58113,89253,153489,401,158210,280432,18990,6317.884573,1605894,44,35.41,16.97,100.02,NA
2023-2024,Aug,16,KERALA,1611,ALAPPUZHA,3964666,360.843761088576,29,363,963.269492325001,9061,0,26953,3964666,598319,46798,19751,1161,31.96505,15301.484451325,134927,145960,185146,299455,97,272511,461408,36014,14306.249909,3684815,40,63.73,10.34,100.09,NA
2023-2024,Aug,16,KERALA,1612,PATHANAMTHITTA,1447031,334.174341669253,32,92,543.219696517,3791,0,12376,1447031,426005,36319,23389,2174,22.14626,5400.972274517,45004,50052,71655,123467,60,160508,252505,16167,4835.606318,1281911,44,39.82,37.52,100,NA
2023-2024,July,16,KERALA,1606,PALAKKAD,2553728,322.672793422009,20,169,595.036136147,9297,0,34801,2553728,777547,86691,327655,20861,30.4221,8865.643710147,125307,137445,217321,310140,78,399169,552158,44098,8240.185474,2270503,65,32.58,36.18,100,NA
